60_15129.html,1,1,一,名詞,数,,,,,一,イチ,イチ
60_15129.html,2,1,堀川,名詞,固有名詞,人名,姓,,,堀川,ホリカワ,ホリカワ
60_15129.html,2,2,の,助詞,連体化,,,,,の,ノ,ノ
60_15129.html,2,3,大,接頭詞,名詞接続,,,,,大,ダイ,ダイ
60_15129.html,2,4,殿様,名詞,一般,,,,,殿様,トノサマ,トノサマ
60_15129.html,2,5,の,助詞,連体化,,,,,の,ノ,ノ
60_15129.html,2,6,やう,名詞,非自立,助動詞語幹,,,,やう,ヤウ,ヨー
60_15129.html,2,7,な,助動詞,,,,特殊・ダ,体言接続,だ,ナ,ナ
60_15129.html,2,8,方,名詞,非自立,一般,,,,方,ホウ,ホー
60_15129.html,2,9,は,助詞,係助詞,,,,,は,ハ,ワ
60_15129.html,2,10,、,記号,読点,,,,,、,、,、
60_15129.html,2,11,これ,名詞,代名詞,一般,,,,これ,コレ,コレ
60_15129.html,2,12,まで,助詞,副助詞,,,,,まで,マデ,マデ
60_15129.html,2,13,は,助詞,係助詞,,,,,は,ハ,ワ
60_15129.html,2,14,固より,副詞,一般,,,,,固より,モトヨリ,モトヨリ
60_15129.html,2,15,、,記号,読点,,,,,、,、,、
60_15129.html,2,16,後,名詞,接尾,副詞可能,,,,後,ゴ,ゴ
60_15129.html,2,17,の,助詞,連体化,,,,,の,ノ,ノ
60_15129.html,2,18,世,名詞,一般,,,,,世,ヨ,ヨ
60_15129.html,2,19,に,助詞,格助詞,一般,,,,に,ニ,ニ
60_15129.html,2,20,は,助詞,係助詞,,,,,は,ハ,ワ
60_15129.html,2,21,恐らく,副詞,一般,,,,,恐らく,オソラク,オソラク
60_15129.html,2,22,二,名詞,数,,,,,二,ニ,ニ
60_15129.html,2,23,人,名詞,接尾,助数詞,,,,人,ニン,ニン
60_15129.html,2,24,と,助詞,格助詞,引用,,,,と,ト,ト
60_15129.html,2,25,はいら,動詞,自立,,,五段・ラ行,未然形,はいる,ハイラ,ハイラ
60_15129.html,2,26,つ,助動詞,,,,下二・タ行,基本形,つ,ツ,ツ
60_15129.html,2,27,し,助詞,接続助詞,,,,,し,シ,シ
60_15129.html,2,28,やい,動詞,自立,,,五段・カ行イ音便,連用タ接続,やく,ヤイ,ヤイ
60_15129.html,2,29,ます,助動詞,,,,特殊・マス,基本形,ます,マス,マス
60_15129.html,2,30,まい,助動詞,,,,不変化型,基本形,まい,マイ,マイ
60_15129.html,2,31,。,記号,句点,,,,,。,。,。
60_15129.html,3,1,噂,名詞,サ変接続,,,,,噂,ウワサ,ウワサ
60_15129.html,3,2,に,助詞,格助詞,一般,,,,に,ニ,ニ
60_15129.html,3,3,聞き,動詞,自立,,,五段・カ行イ音便,連用形,聞く,キキ,キキ
60_15129.html,3,4,ます,助動詞,,,,特殊・マス,基本形,ます,マス,マス
60_15129.html,3,5,と,助詞,接続助詞,,,,,と,ト,ト
60_15129.html,3,6,、,記号,読点,,,,,、,、,、
60_15129.html,3,7,あの,連体詞,,,,,,あの,アノ,アノ
60_15129.html,3,8,方,名詞,非自立,一般,,,,方,ホウ,ホー
60_15129.html,3,9,の,助詞,連体化,,,,,の,ノ,ノ
60_15129.html,3,10,御,接頭詞,名詞接続,,,,,御,ゴ,ゴ
60_15129.html,3,11,誕生,名詞,サ変接続,,,,,誕生,タンジョウ,タンジョー
60_15129.html,3,12,に,助詞,格助詞,一般,,,,に,ニ,ニ
60_15129.html,3,13,なる,動詞,自立,,,五段・ラ行,基本形,なる,ナル,ナル
60_15129.html,3,14,前,名詞,副詞可能,,,,,前,マエ,マエ
60_15129.html,3,15,に,助詞,格助詞,一般,,,,に,ニ,ニ
60_15129.html,3,16,は,助詞,係助詞,,,,,は,ハ,ワ
60_15129.html,3,17,、,記号,読点,,,,,、,、,、
60_15129.html,3,18,大,接頭詞,名詞接続,,,,,大,ダイ,ダイ
60_15129.html,3,19,威徳,名詞,一般,,,,,威徳,イトク,イトク
60_15129.html,3,20,明王,名詞,一般,,,,,明王,ミョウオウ,ミョーオー
60_15129.html,3,21,の,助詞,連体化,,,,,の,ノ,ノ
60_15129.html,3,22,御,接頭詞,名詞接続,,,,,御,ゴ,ゴ
60_15129.html,3,23,姿,名詞,一般,,,,,姿,スガタ,スガタ
60_15129.html,3,24,が,助詞,格助詞,一般,,,,が,ガ,ガ
60_15129.html,3,25,御,接頭詞,名詞接続,,,,,御,ゴ,ゴ
60_15129.html,3,26,母,名詞,一般,,,,,母,ハハ,ハハ
60_15129.html,3,27,君,名詞,接尾,人名,,,,君,クン,クン
60_15129.html,3,28,の,助詞,連体化,,,,,の,ノ,ノ
60_15129.html,3,29,夢枕,名詞,一般,,,,,夢枕,ユメマクラ,ユメマクラ
60_15129.html,3,30,に,助詞,格助詞,一般,,,,に,ニ,ニ
60_15129.html,3,31,お立ち,名詞,一般,,,,,お立ち,オタチ,オタチ
60_15129.html,3,32,に,助詞,格助詞,一般,,,,に,ニ,ニ
60_15129.html,3,33,な,助詞,終助詞,,,,,な,ナ,ナ
60_15129.html,3,34,つた,名詞,固有名詞,人名,名,,,つた,ツタ,ツタ
60_15129.html,3,35,とか,助詞,並立助詞,,,,,とか,トカ,トカ
60_15129.html,3,36,申す,動詞,自立,,,五段・サ行,基本形,申す,モウス,モース
60_15129.html,3,37,事,名詞,非自立,一般,,,,事,コト,コト
60_15129.html,3,38,で,助動詞,,,,特殊・ダ,連用形,だ,デ,デ
60_15129.html,3,39,ござい,助動詞,,,,五段・ラ行特殊,連用形,ござる,ゴザイ,ゴザイ
60_15129.html,3,40,ます,助動詞,,,,特殊・マス,基本形,ます,マス,マス
60_15129.html,3,41,が,助詞,接続助詞,,,,,が,ガ,ガ
60_15129.html,3,42,、,記号,読点,,,,,、,、,、
60_15129.html,3,43,兎,名詞,一般,,,,,兎,ウサギ,ウサギ
60_15129.html,3,44,に,助詞,格助詞,一般,,,,に,ニ,ニ
60_15129.html,3,45,角,形容詞,自立,,,形容詞・アウオ段,ガル接続,角い,カク,カク
60_15129.html,3,46,御,接頭詞,名詞接続,,,,,御,ゴ,ゴ
60_15129.html,3,47,生れつき,名詞,一般,,,,,生れつき,ウマレツキ,ウマレツキ
60_15129.html,3,48,から,助詞,格助詞,一般,,,,から,カラ,カラ
60_15129.html,3,49,、,記号,読点,,,,,、,、,、
60_15129.html,3,50,並々,名詞,一般,,,,,並々,ナミナミ,ナミナミ
60_15129.html,3,51,の,助詞,連体化,,,,,の,ノ,ノ
60_15129.html,3,52,人間,名詞,一般,,,,,人間,ニンゲン,ニンゲン
60_15129.html,3,53,と,助詞,格助詞,一般,,,,と,ト,ト
60_15129.html,3,54,は,助詞,係助詞,,,,,は,ハ,ワ
60_15129.html,3,55,御,接頭詞,名詞接続,,,,,御,ゴ,ゴ
60_15129.html,3,56,違,動詞,自立,,,一段,連用形,違る,タガエ,タガエ
60_15129.html,3,57,ひ,名詞,一般,,,,,ひ,ヒ,ヒ
60_15129.html,3,58,に,助詞,格助詞,一般,,,,に,ニ,ニ
60_15129.html,3,59,な,助動詞,,,,特殊・ダ,体言接続,だ,ナ,ナ
60_15129.html,3,60,つて,名詞,一般,,,,,つて,ツテ,ツテ
60_15129.html,3,61,ゐ,動詞,自立,,,一段,連用形,ゐる,ヰ,イ
60_15129.html,3,62,た,助動詞,,,,特殊・タ,基本形,た,タ,タ
60_15129.html,3,63,やう,名詞,非自立,助動詞語幹,,,,やう,ヤウ,ヨー
60_15129.html,3,64,で,助動詞,,,,特殊・ダ,連用形,だ,デ,デ
60_15129.html,3,65,ござい,助動詞,,,,五段・ラ行特殊,連用形,ござる,ゴザイ,ゴザイ
60_15129.html,3,66,ます,助動詞,,,,特殊・マス,基本形,ます,マス,マス
60_15129.html,3,67,。,記号,句点,,,,,。,。,。
60_15129.html,4,1,で,助動詞,,,,特殊・ダ,連用形,だ,デ,デ
60_15129.html,4,2,ござい,助動詞,,,,五段・ラ行特殊,連用形,ござる,ゴザイ,ゴザイ
60_15129.html,4,3,ます,助動詞,,,,特殊・マス,基本形,ます,マス,マス
60_15129.html,4,4,から,助詞,接続助詞,,,,,から,カラ,カラ
60_15129.html,4,5,、,記号,読点,,,,,、,、,、
60_15129.html,4,6,あの,連体詞,,,,,,あの,アノ,アノ
60_15129.html,4,7,方,名詞,非自立,一般,,,,方,ホウ,ホー
60_15129.html,4,8,の,助詞,格助詞,一般,,,,の,ノ,ノ
60_15129.html,4,9,為さ,動詞,自立,,,五段・サ行,未然形,為す,ナサ,ナサ
60_15129.html,4,10,い,動詞,非自立,,,一段,連用形,いる,イ,イ
60_15129.html,4,11,まし,助動詞,,,,特殊・マス,連用形,ます,マシ,マシ
60_15129.html,4,12,た,助動詞,,,,特殊・タ,基本形,た,タ,タ
60_15129.html,4,13,事,名詞,非自立,一般,,,,事,コト,コト
60_15129.html,4,14,に,助詞,格助詞,一般,,,,に,ニ,ニ
60_15129.html,4,15,は,助詞,係助詞,,,,,は,ハ,ワ
60_15129.html,4,16,、,記号,読点,,,,,、,、,、
60_15129.html,4,17,一つ,名詞,一般,,,,,一つ,ヒトツ,ヒトツ
60_15129.html,4,18,として,助詞,格助詞,連語,,,,として,トシテ,トシテ
60_15129.html,4,19,私,名詞,代名詞,一般,,,,私,ワタシ,ワタシ
60_15129.html,4,20,ども,名詞,接尾,一般,,,,ども,ドモ,ドモ
60_15129.html,4,21,の,助詞,連体化,,,,,の,ノ,ノ
60_15129.html,4,22,意表,名詞,一般,,,,,意表,イヒョウ,イヒョー
60_15129.html,4,23,に,助詞,格助詞,一般,,,,に,ニ,ニ
60_15129.html,4,24,出,動詞,自立,,,一段,連用形,出る,デ,デ
60_15129.html,4,25,て,助詞,接続助詞,,,,,て,テ,テ
60_15129.html,4,26,ゐ,動詞,自立,,,一段,未然形,ゐる,ヰ,イ
60_15129.html,4,27,ない,助動詞,,,,特殊・ナイ,基本形,ない,ナイ,ナイ
60_15129.html,4,28,もの,名詞,非自立,一般,,,,もの,モノ,モノ
60_15129.html,4,29,は,助詞,係助詞,,,,,は,ハ,ワ
60_15129.html,4,30,ござい,助動詞,,,,五段・ラ行特殊,連用形,ござる,ゴザイ,ゴザイ
60_15129.html,4,31,ませ,助動詞,,,,特殊・マス,未然形,ます,マセ,マセ
60_15129.html,4,32,ん,助動詞,,,,不変化型,基本形,ん,ン,ン
60_15129.html,4,33,。,記号,句点,,,,,。,。,。
60_15129.html,5,1,早い,形容詞,自立,,,形容詞・アウオ段,基本形,早い,ハヤイ,ハヤイ
60_15129.html,5,2,話,名詞,サ変接続,,,,,話,ハナシ,ハナシ
